VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA9J,King,Seattle,WA,98107,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,179448398,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201
WBY1Z2C59F,King,Seattle,WA,98144,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,37,269192836,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
1N4AZ1CV0N,Thurston,Olympia,WA,98501,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260785059,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011200
5YJ3E1EB5K,King,Lake Forest Park,WA,98155,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,136998011,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
5YJ3E1EAXK,Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,26,194426431,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081000
5UXTA6C03P,King,Seattle,WA,98103,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,43,218567268,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100
5YJSA1E28J,King,Seattle,WA,98109,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,43,141063009,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301
1C4RJYB60R,Kitsap,Port Orchard,WA,98366,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,26,269957243,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092400
5UXTA6C06M,King,Seattle,WA,98106,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,34,251260887,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
JTMFB3FV2S,King,Seattle,WA,98199,2025,TOYOTA,RAV4 PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,36,279915751,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5YJSA1E20J,King,Seattle,WA,98199,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,36,279222086,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5UXTA6C02N,King,Seattle,WA,98105,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,46,280212635,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
2C4RC1N78S,King,Federal Way,WA,98023,2025,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,30,278444757,POINT (-122.36321 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030310
KNDCS3LF5R,Thurston,Olympia,WA,98501,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,35,269927017,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
1G1FZ6S03K,Thurston,Olympia,WA,98516,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,123375780,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
2C4RC1L79P,Thurston,Lacey,WA,98516,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,256430198,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EB1L,King,Mercer Island,WA,98040,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,249766289,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
JN1AZ0CPXC,Kitsap,Bremerton,WA,98310,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,221441426,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080200
1N4AZ0CP8D,Kitsap,Bremerton,WA,98312,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,35,246023634,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400
WBY1Z2C51E,King,Seattle,WA,98116,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,34,101474355,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
1N4AZ1CP8J,Island,Coupeville,WA,98239,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,10,143253512,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
JN1AZ0CP8B,Yakima,Yakima,WA,98901,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,15,218972519,POINT (-120.50729 46.60464),PACIFICORP,53077001602
1C4JJXP64N,Thurston,Lacey,WA,98513,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,205873762,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
5UXTA6C07N,King,Renton,WA,98059,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,11,208045820,POINT (-122.15716 47.48852),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101
5YJSA1E2XJ,Kitsap,Port Orchard,WA,98366,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,26,177571971,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092200
5UX43EU01S,Snohomish,Bothell,WA,98021,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,1,279885609,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1FMCU0E13R,Kitsap,Bremerton,WA,98311,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,23,269820771,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900
5YJ3E1EA8K,King,Seattle,WA,98105,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,43,237815497,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004302
WVWKR7AU1K,Kitsap,Bainbridge Island,WA,98110,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,23,478562815,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091002
1N4BZ0CP4G,Thurston,Olympia,WA,98502,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,113128991,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJXCAE28K,King,Seattle,WA,98118,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,37,303599243,POINT (-122.2668 47.55115),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200
1N4AZ0CP6D,King,Seattle,WA,98117,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,265495863,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
5YJ3E1EB0J,King,Seattle,WA,98105,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,474035964,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201
5YJ3E1EB2J,Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,474894892,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900
5YJ3E1EB4L,King,Seattle,WA,98108,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,11,273517688,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
KNDC3DLC5N,Yakima,Yakima,WA,98903,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,252032308,POINT (-120.4778 46.55351),PACIFICORP,53077002803
5YJXCBE29L,King,Renton,WA,98057,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,11,125813579,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025704
JTJAAAAB5S,Yakima,Yakima,WA,98908,2025,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,278114539,POINT (-120.60199 46.59817),PACIFICORP,53077000401
YV4H60DA0P,Yakima,Naches,WA,98937,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,14,224763570,POINT (-120.69972 46.7309),PACIFICORP,53077003002
5YJ3E1EB5J,King,Mercer Island,WA,98040,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,299769305,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
5YJ3E1EA4J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,266609941,POINT (-120.60199 46.59817),PACIFICORP,53077000902
5YJ3E1EA9J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,303962662,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
3C3CFFGE5G,King,Seattle,WA,98115,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,260099983,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003800
5YJ3E1EB5K,King,Seattle,WA,98103,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,477337332,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500
7SAYGDEE3P,Kitsap,Bremerton,WA,98312,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,238913524,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900
1G1RA6E48E,Thurston,Olympia,WA,98512,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35,243931026,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810
5YJ3E1EA1R,Snohomish,Lake Stevens,WA,98258,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,273466112,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052505
5YJ3E1EA2H,King,Kenmore,WA,98028,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,349915786,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
7FCTGBAA0P,Thurston,Olympia,WA,98513,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,260345536,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011624
7G2CEHED3R,King,Bellevue,WA,98008,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,265311098,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJ3E1EB3K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,229950241,POINT (-120.60199 46.59817),PACIFICORP,53077000402
5YJXCBE22G,King,Clyde Hill,WA,98004,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,48,257854362,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
WAUTPBFF2G,King,Seattle,WA,98115,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,46,253471067,POINT (-122.31676 47.68156),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004201
WBY7Z2C50J,King,Mercer Island,WA,98040,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,41,474359420,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602
1C4RJYB63P,Thurston,Lacey,WA,98513,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,257804179,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
JTDKN3DP4C,Kitsap,Silverdale,WA,98383,2012,TOYOTA,PRIUS PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,35,347973006,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
5YJ3E1EB8L,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23,3392287,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
5YJ3E1EA8J,Yakima,Wapato,WA,98951,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,276279055,POINT (-120.42083 46.44779),PACIFICORP,53077940001
5YJ3E1EC8L,King,Medina,WA,98039,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,48,3645267,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
5YJ3E1EB1J,King,Seattle,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,37,309584495,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
5YJ3E1EA3J,King,Snoqualmie,WA,98065,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,265917396,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
1G1RC6S5XH,Yakima,Yakima,WA,98908,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,14,142761706,POINT (-120.60199 46.59817),PACIFICORP,53077000904
JTMEB3FV7R,Yakima,Yakima,WA,98908,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,14,276952749,POINT (-120.60199 46.59817),PACIFICORP,53077000402
1N4AZ1CP8J,King,Seattle,WA,98104,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,43,101121457,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
WBA7W4C06N,Snohomish,Everett,WA,98208,2022,BMW,745LE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,44,212376244,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
WBY1Z2C50F,King,Seattle,WA,98118,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,37,108528241,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011802
5YJ3E1EBXJ,Kitsap,Silverdale,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,151144164,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
1N4BZ1CPXK,Snohomish,Snohomish,WA,98290,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44,114369013,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052104
1G1RG6E46E,Thurston,Yelm,WA,98597,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,242507079,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJ3E1EA8J,King,Seattle,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,179527806,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
5YJ3E1EC2L,King,Issaquah,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,5,103057524,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
2C4RC1L71P,Thurston,Olympia,WA,98513,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,244943863,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012420
5UX43EU06R,Snohomish,Bothell,WA,98021,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,1,240672211,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EBXL,Thurston,Lacey,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,245818611,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
7SAYGAEE7P,Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,261400863,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
KNDCM3LDXN,King,Seattle,WA,98115,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,46,280781469,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100
JTDKARFP9L,Snohomish,Everett,WA,98204,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,21,3330659,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041905
WVWPP7AU5G,King,Seattle,WA,98103,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,46,102635361,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
5YJYGDEEXL,King,Kenmore,WA,98028,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,46,109773611,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021702
1G1RC6S58H,Thurston,Olympia,WA,98506,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,154010328,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDC3DLC9N,Snohomish,Everett,WA,98201,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,202502828,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040800
KNDCM3LD4K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,228581055,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
5YJXCAE23G,King,Seattle,WA,98146,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,34,349586296,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026801
1N4AZ0CP1D,King,Bellevue,WA,98004,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,187096745,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
5YJSA1E21H,King,Kirkland,WA,98033,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,105044250,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
5YJ3E1EB7L,King,Kirkland,WA,98033,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,107083476,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
5YJ3E1EB1K,King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,477380648,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
JTDACACU4R,Skagit,Bow,WA,98232,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,40,262598759,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801
KNDAEFS59R,Snohomish,Lake Stevens,WA,98258,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,268088978,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052504
KNDC3DLC2R,Yakima,Yakima,WA,98908,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,269978894,POINT (-120.60199 46.59817),PACIFICORP,53077000904
KNDPYDAH8P,Skagit,Burlington,WA,98233,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,40,213438872,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951600
5YJXCAE25J,Skagit,Mount Vernon,WA,98273,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40,260704230,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952200
YV4BR0CL7M,Snohomish,Lake Stevens,WA,98258,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,44,269769713,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052606
1G1FY6S06K,Snohomish,Marysville,WA,98271,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38,1917464,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061052805
7SAYGDEE6P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,258952396,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051917
50EA1PGA5R,Yakima,Yakima,WA,98908,2024,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,270861202,POINT (-120.60199 46.59817),PACIFICORP,53077002900
JTJCJMGA1R,Kitsap,Bremerton,WA,98311,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,23,262935627,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
JHMZC5F31J,King,Redmond,WA,98052,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,45,333879717,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJXCBE24G,Snohomish,Lynnwood,WA,98037,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,205738207,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051927
WP1AE2A21G,King,Seattle,WA,98104,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,37,136339017,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009100
5UX43EU02S,King,North Bend,WA,98045,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,5,272606211,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704
5YJYGDEE3L,King,Issaquah,WA,98027,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5,111932901,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
JM3KKEHA0S,Walla Walla,Walla Walla,WA,99362,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,16,275844068,POINT (-118.34261 46.07068),PACIFICORP,53071920902
KNDCC3LG9K,Kitsap,Bainbridge Island,WA,98110,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,104898006,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
5YJYGDEE9L,Grant,Quincy,WA,98848,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,112538366,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY,53025010700
